,书名,价格(元）
1223,哈勃深空美景,59.42
1224,旅行者号的故事,59.42
1225,决胜用户增长：八大理论、六大案例，让你快速实现用户增长,41.65
1226,零基础学Photoshop+Illustrator平面设计（全视频教学版）,50.15
1227,5G系统关键技术详解,159.80
1228,零基础学Illustrator CS6（全视频教学版）,50.15
1229,Cinema 4D R18基础与实战教程（全彩版）,72.25
1230,Navisworks 2018完全自学教程,58.65
1231,数学不简单——从《最强大脑》发现思维乐趣,33.15
1232,Unreal Engine 虚拟现实开发,76.42
1233,Python贝叶斯分析,58.65
1234,C程序设计新思维（第2版）,67.15
1235,Linux二进制分析,50.15
1236,Cocos Creator完全使用手册,50.15
1237,软件定义安全及可编程对抗系统实战,58.65
1238,随身查 PPT办公高手应用技巧,25.42
1239,UNIX/Linux/OS X中的Shell编程（第4版）,58.65
1240,糖色时光 日系唯美人像摄影与后期实战攻略,84.15
1241,机甲风暴,100.30
1242,漫画面向对象编程（Java语言版）,38.25
1243,Adobe Photoshop CC 2017经典教程（彩色版）,84.15
1244,航天器日历2020,75.65
1245,Minecraft我的世界：新手入门完全攻略,74.80
1246,C++ Templates（第2版）英文版,134.30
1247,视觉之旅：奇妙的化学反应（彩色典藏版）,59.33
1248,UG NX12中文版从入门到精通,67.15
1249,Windows PowerShell实战指南（第3版）,67.92
1250,趣学算法,75.65
1251,网页美工设计Photoshop+Flash+Dreamweaver从入门到精通 第2版,67.15
1252,文本上的算法——深入浅出自然语言处理,58.65
1253,黑客揭秘与反黑实战——基础入门不求人,50.83
1254,Git高手之路,75.65
1255,外语流利说：如何快速学习一门语言,50.15
1256,深入理解Spring Cloud与微服务构建,58.65
1257,Python高级编程（第2版）,75.65
1258,网络多人游戏架构与编程,101.92
1259,优雅的等式：欧拉公式与数学之美,33.15
1260,信息图表其实很简单,67.15
1261,思科网络技术学院教程（第6版）：扩展网络,55.25
1262,Selenium自动化测试——基于 Python 语言,41.65
1263,远离伤痛：释放自由奔跑的潜能（第2版）,58.65
1264,机甲概念设计解析,100.30
1265,Axure RP8.0产品原型设计与制作实战,50.15
1266,设计驱动力——途牛旅游用户体验设计之旅,67.15
1267,新编 Photoshop/CorelDRAW字体设计入门与提高,50.83
1268,微服务分布式构架开发实战,50.15
1269,昆虫记：你不可不知的蚁类王国,38.25
1270,微课实战：MG动画微视频制作入门,50.15
1271,不正经的科学：对那些古怪问题的另类研究,38.25
1272,奔跑吧 Linux内核,134.30
1273,PHP和MySQL Web开发学习指南,67.15
1274,Cocos2d-x 3.x 案例开发大全（第2版）,75.65
1275,程序开发人员测试指南：构建高质量的软件,58.65
1276,Python物理学高效计算,84.15
1277,鹿人说 淘宝天猫运营实战技巧精粹I,84.15
1278,奇妙数学史：数字与生活,41.65
1279,数据科学家访谈录,58.65
1280,R语言统计分析与应用,76.42
1281,Unreal Engine 4游戏开发入门经典,75.65
1282,Python游戏编程快速上手（第4版）,67.92
1283,新印象  3ds Max/VRay/Photoshop 创客空间设计与效果图表现技法,57.80
1284,CCENT/CCNA ICND1（100-105）认证考试指南（第5版）,108.80
1285,游泳突破：精进技术,50.15
1286,脂肪革命：高脂低碳，科学生酮,57.80
1287,实验室的魔法手册,67.83
1288,AutoCAD 2019中文版从入门到精通,50.15
1289,Excel数据控的高效分析手册,29.75
1290,不急不躁  用游戏提升儿童学习力,41.65
1291,不急不催   轻松让孩子学会时间管理,50.15
1292,地球脉动2：奇迹世界,93.42
1293,UG NX 12.0中文版实战从入门到精通,67.83
1294,户外探险技能手册（修订版）,58.65
1295,龙芯电脑使用解析,50.15
1296,阿波罗大揭秘,41.65
1297,宇航员传奇,41.65
1298,未来学徒：读懂人工智能飞驰时代,42.50
1299,React Native移动开发实战,58.65
1300,Python高性能编程,84.83
1301,游戏开发者访谈录,50.15
1302,字演 字体设计与应用全攻略,67.15
1303,具体生活,67.15
1304,IP组播（第2卷）,75.65
1305,Kafka入门与实践,58.65
1306,多变量公钥密码芯片技术原理和实践,84.15
1307,VMware vSphere 6.5企业运维实战,100.30
1308,山精海怪——萌系山海经完全图谱,144.42
1309,选择的艺术：Photoshop图像处理深度剖析（第4版）,134.30
1310,jQuery EasyUI网站开发实战,67.15
1311,B/S项目开发实战 HTML+CSS+jQuery+PHP,67.15
1312,Julia数据科学应用,58.65
1313,HTML5+CSS3+jQuery Mobile APP与移动网站设计从入门到精通,58.65
1314,黑客攻防从入门到精通,50.83
1315,TMMi精华——目标驱动的测试过程改进,58.65
1316,抖音短视频全攻略 录制+特效+直播+运营,38.25
1317,秋叶Office：Word Excel PPT 办公应用从新手到高手,42.33
1318,TensorFlow机器学习项目实战,41.65
1319,JavaScript框架设计（第2版）,80.75
1320,Android应用案例开发大全（ 第4版）,84.15
1321,游泳突破：提速秘诀,46.75
1322,昆虫记：你不可不知的甲虫王国,38.25
1323,物联网技术发展、机遇与挑战,41.65
1324,SolidWorks 2019中文版机械设计从入门到精通,58.65
1325,PADS VX.2.2电路设计与仿真从入门到精通,58.65
1326,软件的奥秘——加密、密码、压缩、搜索是如何工作的,41.65
1327,逆向工程权威指南,142.80
1328,国之重器出版工程 5G无线接入网络 雾计算和云计算,135.15
1329,随身查 Word 办公高手应用技巧,22.78
1330,疯狂科学2（第二版）,57.80
1331,疯狂科学（第二版）,57.80
1332,H5移动营销广告设计全攻略：软件操作+应用开发+视觉设计+实战案例,50.15
1333,Autodesk Inventor 2019中文版从入门到精通,67.15
1334,鹿人说 淘宝天猫运营实战技巧精粹Ⅱ,84.15
1335,精通Nginx(第2版),50.15
1336,游泳突破：精准训练,46.75
1337,概率图模型：基于R语言,50.15
1338,深度学习实践指南——基于R语言,58.65
1339,思科网络技术学院教程（第6版）：网络简介,51.00
1340,21天学通C++（第8版）,84.15
1341,DevOps开发运维训练营,50.15
1342,UI图标设计 从入门到精通 第2版,67.15
1343,Python数据科学入门,58.65
1344,R语言入门经典,84.15
1345,Netty实战,58.65
1346,Adobe Premiere Pro CC 2017经典教程,67.15
1347,创业7堂课,50.83
1348,Azure 机器学习,46.75
1349,想象力：构图与创作思维,108.80
1350,基于项目的STEM课程群的构建实践与思维训练,42.33
1351,高转化的设计力：Photoshop视觉设计专业教程,84.15
1352,Word/Excel/PPT 2019办公应用从入门到精通,42.33
1353,青春模样 人像摄影与后期处理技法揭秘,75.65
1354,中文版Photoshop CC 2018完全自学教程,84.15
1355,工业企业上云应用指南,33.15
1356,一条线建模——Rhino产品造型进阶教程,125.80
1357,Python趣味编程入门,41.65
1358,思科网络技术学院教程（第6版）：路由和交换基础,42.50
1359,UML基础、案例与应用（第3版）（修订版）,50.15
1360,Scala谜题,41.65
1361,用户体验可视化指南,84.83
1362,调色师手册：电影和视频调色专业技法（第2版）,142.80
1363,UI动效大爆炸——After Effects移动UI动效制作学习手册,142.80
1364,BGP路由协议排错指南,134.30
1365,Windows Sysinternals实战指南,100.30
1366,奇妙的元素周期表,57.80
1367,App架构师实践指南,67.15
1368,对话大数据 政府/工业/金融/医疗/人才行业创新与应用案例分析,38.25
1369,Go语言实战,59.33
1370,瑜伽经典体式完全图解：自我练习提升指南,84.15
1371,零基础学MG动画制作（全视频教学版）,58.65
1372,电商训练营 网店运营	,33.83
1373,数据模型记分卡,50.15
1374,遇见最美的你 人像摄影与后期处理完全攻略,75.65
1375,破译Web UI——网页UI设计规范、流程与实战案例,67.15
1376,沟通的困境：四色行为模式沟通技巧,49.30
1377,TensorFlow技术解析与实战,67.15
1378,国之重器出版工程 5G UDN（超密集网络）技术详解,91.80
1379,Mobile Edge Computing in 5G Communication Systems,50.15
1380,自行车骑行训练突破：超长距离骑行指南,67.15
1381,高效写作——培养终身受用的写作力,42.33
1382,Oracle 12c数据库应用与开发,75.65
1383,机器学习实践指南——基于R语言,50.15
1384,OpenStack云计算实战手册（第3版）,None
1385,孕·迹——孕照摄影从入门到精通,91.80
1386,Python设计模式（第2版）,33.15
1387,Python物理建模初学者指南,50.15
1388,Python金融实战,67.15
1389,乐高创意指南：火车模型设计与搭建技巧,63.75
1390, Adobe Dreamweaver CC 2017 中文版经典教程,67.15
1391,深入理解Android内核设计思想（第2版）（上下册）,134.30
1392,机器学习Web应用,50.15
1393,神经网络算法与实现——基于Java语言,50.15
1394,嗨！元素：奇幻旅程,41.65
1395,老邮差 Photoshop数码照片处理技法 蒙版篇（第2版）,75.65
1396,写给设计师看的印前工艺书（第2版）,58.65
1397,林中四季：一位博物学家的自然观察笔记,50.15
1398,乐高EV3机器人编程超简单,58.65
1399,蒙尘缪斯的微光：从古代到启蒙时代的博学女性,74.80
1400,Adobe InDesign CC 2017中文版经典教程,67.15
1401,如何建造一颗死星：未来世界的25项伟大发明,50.15
1402,图解宇宙的尺度,58.65
1403,零基础学Photoshop CS6（全视频教学版）,50.15
1404,零基础学Photoshop CC 2018（全视频教学版）,50.15
1405,思维导图攻略：快速上手与落地实践,41.65
1406,乐高EV3机器人编程超好玩,50.15
1407,JavaScript学习指南（第3版）,50.15
1408,灵性森林：万物生长的天堂,74.80
1409,昆虫记：你不可不知的蜂类王国,38.25
1410,Photoshop CC 2018标准培训教程 ,50.83
1411,AutoCAD 2019中文版计算机辅助绘图全攻略,67.83
1412,R语言编程指南,84.15
1413,在悖论中前行：物理学史话,41.65
1414,物联网商业设计与案例,41.65
1415,Adobe After Effects CC 2017经典教程,50.15
1416,Web前端开发精品课 HTML CSS JavaScript基础教程,58.65
1417,Python机器学习实践指南,58.65
1418,关联数据：万维网上的结构化数据,58.65
1419,MPLS在SDN时代的应用,159.80
1420,精通Python自然语言处理,50.15
1421,轻流程：IT团队的积分式绩效管理,59.42
1422,Kotlin程序开发入门精要,58.65
1423,Adobe Animate CC 2017中文版经典教程,67.15
1424,机器学习实践应用,None
1425,零基础学设计——从自学入门到职场进阶,50.15
1426,瑜伽精准练习指南：从初学到高手,67.15
1427,自己动手写神经网络,46.75
1428,龙芯自主可信计算及应用,58.65
1429,老邮差  Photoshop数码照片处理技法 图层篇（修订版）,75.65
1430,5G移动通信系统 从演进到革命,58.65
1431,自然原力,84.15
1432,昆虫记：你不可不知的螳螂王国,38.25
1433,Android 源码设计模式解析与实战（第2版）,84.15
1434,从学生到创业者 清华x-lab案例课,41.65
1435,大数据分析师权威教程：大数据分析与预测建模,91.80
1436,逆向分析实战,50.15
1437,创客指南——玩转电动机,67.15
1438,Java EE核心框架实战（第2版）,84.15
1439,Web前端开发精品课 JavaScript基础教程,41.65
1440,VMware vSphere企业级网络和存储实战,91.80
1441,无人机可以很简单,41.65
1442,TCP/IP路由技术（第2卷）（第2版）,169.15
1443,Tomcat内核设计剖析,67.15
1444,人体是如何工作的,50.15
1445,Oracle PL/SQL程序设计（第6版）（上下册）,169.83
1446,Google Cardboard App 开发指南,50.15
1447,从零开始学UI——概念解析/实战提高/突破规则,67.15
1448,实用机器学习,67.15
1449,非常网管：网络管理从入门到精通（第3版）,84.15
1450,字白书——特效字体设计专业教程,67.15
1451,拒绝伤病：跑步损伤预防与恢复指南,50.15
1452,动起来吧！远古怪兽,58.65
1453,动起来吧！恐龙复活,58.65
1454,动起来吧！人体世界,58.65
1455,三步玩转短视频,38.25
1456,AutoCAD 3ds Max Photoshop CC室内设计从入门到精通,50.15
1457,电商训练营 淘宝天猫开店,33.83
1458,电商训练营 网店美工	,59.33
1459,Photoshop专业抠图技法（第2版）,67.83
1460,美食大冒险之英雄烩 艺术设定集,125.80
1461,乐高妙妙屋：玩转变形金刚,63.75
1462,人工智能简史,38.25
1463,iOS 11 开发指南,100.30
1464,Adobe After Effects CC 2017经典教程（彩色版）,91.80
1465,概率编程实战,75.65
1466,编写高性能的.NET代码,50.15
1467,大数据分析师权威教程：机器学习、大数据分析和可视化,67.15
1468,OpenStack常用部署,58.65
1469,Vue.js 前端开发 快速入门与专业应用,38.25
1470,精解Windows 10 第2版,67.15
1471,感知型企业：数据驱动的商业决策演进,58.65
1472,老邮差 Photoshop数码照片处理技法 通道篇（修订版） ,75.65
1473,正在发生的AR（增强现实）革命——完全案例+深度分析+趋势预测,41.65
1474,Word/Excel/PPT 2016办公应用从入门到精通,59.33
1475,树的秘密生活,41.65
1476,知行合一： 实现价值驱动的敏捷和精益开发,93.33
1477,精通MATLAB科学计算与数据统计应用,67.15
1478,构建之法——现代软件工程（第三版）,58.65
1479,5G 2020后的移动通信,50.15
1480,从“小白”到美术指导  广告创意与设计执行,50.15
1481,Minecraft 我的世界 PE手机版完全攻略,55.25
1482,写给焦虑的你,50.15
1483,PPT设计从入门到精通,67.15
1484,掌控自己——轻松构建高效的个人管理模型,41.65
1485,零基础学Photoshop淘宝美工设计(全视频教学版),50.15
1486,版式设计从入门到精通（第2版）,67.15
1487,Flash CS6标准培训教程 ,50.83
1488,今日头条全攻略 后台操作+内容创作+指数提升+广告变现+营销运营,50.15
1489,新手学电脑（Windows 10+Office 2016）从入门到精通 云课版 ,42.33
1490,营销大咖说2  中国企业互联网营销的创新与变革,41.65
1491,Foxtable数据库应用开发宝典,84.15
1492,写作疗愈 用写作赶走焦虑、拖延、坏情绪,41.65
1493,不急不乱  轻松养育多孩,50.15
1494,AutoCAD 2018中文版电气设计从入门到精通,41.65
1495,AutoCAD 2018中文版建筑设计从入门到精通,41.65
1496,从跨界到专精——T型产品经理的自我修炼,41.65
1497,大脑是如何工作的,46.75
1498,Robotis OP仿人机器人权威指南,101.15
1499,C Primer Plus（第6版）中文版（请购买本书新版（ISBN:978-7-115-52163-7）购买地址https://www.epubit.com/bookDetails?id=UB6c9655f9db317）,75.65
1500,自动化交易R语言实战指南,58.65
1501,Unreal Engine 4蓝图可视化编程,41.65
1502,贝叶斯方法：概率编程与贝叶斯推断,75.65
1503,CTO说,50.15
1504,植物传奇：改变世界的27种植物,63.75
1505,Yii框架深度剖析,58.65
1506,QQ微信创意表情包设计,50.15
1507,数据建模经典教程（第2版）,50.15
1508,互联网产品经理实务全书,58.65
1509,ANSYS Workbench有限元分析实例详解（静力学）,67.15
1510,Android Gradle权威指南,50.15
1511,设计·新生 日本长销产品品牌设计解析  包装演变+产品定位+市场策略,50.15
1512,新媒体美工设计全攻略：小程序+公众号+朋友圈+H5界面+微商+微博+直播,50.15
1513,疯狂科学2（少儿版）,49.30
1514,脂肪的秘密：为什么减肥如此艰难,46.75
1515,Producter：让产品从0到1,58.65
1516,从瘦弱到强壮：12周增肌复合训练指南,46.75
1517,Adobe Premiere Pro CC 2017经典教程（彩色版）,117.30
1518,姿势决定健康：每天15分钟，轻松保持强健身体,67.15
1519,从优秀到卓越：如何做一名成功的健身教练（第2版）,46.75
1520,驾驭压力：受益终身的8条抗压守则,46.75
1521,Excel 2010经典教程——图表制作,75.65
1522,创客手册：创意机器人制作实例,41.65
1523,树莓派开发实战（第2版）,75.65
1524,微信小程序开发实战,41.65
1525,爱上Android,58.65
1526,嗨！元素：小剧场,33.15
1527,龙芯应用开发标准教程,58.65
1528,Creo 4.0中文版实战从入门到精通,67.83
1529,AutoCAD 2018中文版室内装潢设计从入门到精通,50.15
1530,电脑办公（Windows 10+Office 2016）从入门到精通,50.83
1531,Akka入门与实践,41.65
1532,区块链2.0：以太坊应用开发指南,50.15
1533,Windows 10深度攻略,59.33
1534,老邮差 Photoshop数码照片处理技法 色彩篇（修订版）,75.65
1535,遗留系统重建实战,46.75
1536,精通Wireshark,58.65
1537,软件性能测试学习笔记之LoadRunner实战 ,58.65
1538,深度学习精要（基于R语言）,41.65
1539,NLTK基础教程——用NLTK和Python库构建机器学习应用,41.65
1540,藏在取景器后的小确幸——生活摄影与后期指南,50.15
1541,肌肉训练图解,41.65
1542,Div+CSS3.0网页布局实战从入门到精通（第2版）,42.33
1543,Photoshop淘宝网店设计与装修完全实例教程（全彩超值版）,84.15
1544,Python机器学习——预测分析核心算法,58.65
1545,机器学习与数据科学（基于R的统计学习方法）,50.15
1546,Web前端开发精品课——HTML5 Canvas开发详解,67.15
1547,前端体验设计——HTML5+CSS3终极修炼,67.15
1548,软技能：代码之外的生存指南,50.15
1549,游戏/动漫人物造型专业手绘技法（古风篇）,49.30
1550,数据湖架构,41.65
1551,计算机科学概论（第12版）,58.65
1552,舞动冰雪：单双板滑雪自学教程,63.75
1553,乐高梦工厂：29个世界经典乐高模型,41.65
1554,AutoCAD 2018中文版完全自学手册,84.15
1555,Direct 3D 12编程指南,50.15
1556,Vim实用技巧（第2版）,50.15
1557,Git学习指南,50.92
1558,OpenStack实战,67.15
1559,Photoshop Lab修色圣典 第2版 ,142.80
1560,JavaScript数据可视化编程,84.15
1561,Clojure编程乐趣（第2版）,75.65
1562,量化金融R语言初级教程,41.65
1563,互联网销售营销推广一册通,41.65
1564,大学之路 陪女儿在美国选大学 第二版,84.15
1565, Python编程快速上手——让繁琐工作自动化,None
1566,Unity 5.x游戏开发实战,50.15
1567,量化金融R语言高级教程,67.15
1568,机器人爱好者 （第6辑）,41.65
1569,创意UI——Photoshop玩转移动UI设计（第2版）,67.15
1570,微信公众平台与小程序开发——从零搭建整套系统,41.65
1571,Spring MVC学习指南（第2版）,50.15
1572,Joomla！模板设计与网站开发,58.65
1573,人工智能时代,50.15
1574,不急不吼 轻松养出好孩子,41.65
1575,魔力星图：手绘连线，描绘神奇星座,41.65
1576,Python高手之路（第3版）,46.75
1577,精通Spring MVC 4,50.15
1578,趣题学算法,58.65
1579,校园市场 布局未来消费群 决战年轻人市场,58.65
1580,自行车骑行训练突破：基础体能训练指南,46.75
1581,活出精彩——妈妈的职业规划应该这样做,41.65
1582,Windows 10从入门到精通,42.33
1583,微信小程序开发入门精要,46.75
1584,像素雕琢——跨平台用户体验设计法则,33.15
1585,软件测试技术实战：设计、工具及管理,67.15
1586,思科网络技术学院教程：IT基础（第6版）,59.50
1587,用户体验设计 本质、策略与经验,41.65
1588,代码整洁之道：程序员的职业素养,41.65
1589,艺术二维码设计与制作完全攻略 PHOTOSHOP+ILLUSTRATOR+FLASH,41.65
1590,我在MINECRAFT建城市——我的世界规划建造完全攻略,58.65
1591,Excel 职场手册：260招菜鸟变达人,41.65
1592,R语言可以很简单（第2版）,58.65
1593,包容性Web设计,50.15
1594,驾驭复杂的网络——SDN+业务虚拟化+业务链,58.65
1595,动物园中的中国珍稀哺乳动物,58.65
1596,动起来吧！宇宙旅行,58.65
1597,动起来吧！战机起飞,58.65
1598,Photoshop CC+Illustrator CC平面设计实用教程,41.65
1599,中文版UG NX 10.0技术大全,100.30
1600,思考的盲点：为何真相就在眼前，我们却视而不见,46.75
1601,聪明的人，从来不会输给情绪,41.65
1602,新媒体短视频全攻略：前期拍摄+后期处理+广告变现+营销推广,58.65
1603, 卡通IP时代——品牌卡通形象设计揭秘（第2版）,75.65
1604,PPT 2016幻灯片设计与制作从入门到精通,42.33
1605,APP交互设计全流程图解,58.65
1606,高等教育现代教学技能及其应用,50.15
1607,Photoshop特效制作专业技法,38.25
1608,电商设计技巧修炼与实战应用,67.15
1609,有形 几何图形在平面设计中的应用,84.15
1610,中文版3ds Max 2016/VRay效果图制作实用教程,42.33
1611,游戏编程模式,58.65
1612,管理智慧：成功研发团队的18条管理启示,41.65
1613,创意UI——Photoshop玩转图标设计（第2版）,67.15
1614,After Effects 移动UI动效设计 案例精粹,50.15
1615,树莓派渗透测试实战,41.65
1616,产品经理游戏化设计思维70计,41.65
1617,机器人爱好者（第5辑）,50.15
1618,社群营销实战手册：从社群运营到社群经济,67.15
1619,治愈你的心灵：有效应对抑郁、焦虑、学习障碍与记忆衰退,41.65
1620,HTML5移动开发,75.65
1621,七周七语言（卷2）,50.15
1622,互联网+：驱动企业跨界融合与创新,41.65
1623,营销人秘密手记——职场 赚钱 创业 成长,41.65
1624,HIIT高强度间歇训练：10分钟 20分钟 30分钟训练法,58.65
1625,创客手册：100个改变生活的创新发明,50.15
1626,王霄老师的5堂幸福课——遇见孩子，看见更好的自己,41.65
1627,Excel会计实务模板应用大全书,50.15
1628,SolidWorks 2018中文版机械设计应用大全,75.65
1629,Altium Designer 17电路设计与仿真从入门到精通,58.65
1630,开放水域游泳完全指南,41.65
1631,想记就记：35 个练习提升你的记忆力,38.25
1632,Lua游戏AI开发指南,58.65
1633,用Python写网络爬虫,38.25
1634,JavaScript开发框架权威指南,75.65
1635,嵌入式Linux与物联网软件开发——C语言内核深度解析,50.15
1636,营销大咖说 互联网营销方法论与实战技巧,58.65
1637,Python数据科学指南,67.15
1638,HTML CSS JavaScript 网页制作从入门到精通 第3版,41.65
1639,Ruby程序员修炼之道（第2版）,75.65
1640,C# 6.0本质论,91.80
1641,运营攻略 移动互联网产品运营提升笔记,50.15
1642,CAE分析大系——ANSYS Workbench 17.0数值模拟与实例精解,67.15
1643,游戏概念设计理念与案例解析,91.80
1644,奇趣大自然： 动物萌宝成长记,41.65
1645,CCNA ICND2 路由与交换（200-105）认证考试指南（第5版）,100.30
1646,基于ArcGIS的Python编程秘笈（第2版）,58.65
1647,达人迷：智能家居,58.65
1648,Cocos2d-x 3D与VR游戏开发实战详解,67.15
1649,HIIT：高强度间歇训练法,50.15
1650,Photoshop 图标设计基础与案例教程,67.83
1651,可用性测试手册（第2版）,50.15
1652,渐进增强——跨平台用户体验设计,50.15
1653,Docker容器：利用Kubernetes、Flannel、Cockpit和Atomic构建和部署,50.15
1654,Web前端开发精品课  HTML与CSS进阶教程,33.15
1655,ABAQUS分析之美,91.80
1656,AutoCAD 2018中文版机械设计从入门到精通,50.15
1657,月球简史,58.65
1658,Java线程与并发编程实践,46.75
1659,领导力科学：提升工作绩效，打造理想团队,46.75
1660,中文版Google SketchUp Pro 8.0完全自学教程（第2版）,84.15
1661,Adobe Photoshop CC经典教程（修订版）,75.65
1662,Ionic学习手册,58.65
1663,Servlet、JSP和Spring MVC初学指南,58.65
1664,计算机科学概论（第12版•英文版）,67.15
1665,SQL初学者指南（第2版）,41.65
1666,Android Studio应用开发实战详解,58.65
1667,创意UI——Photoshop玩转游戏界面设计（第2版）,67.15
1668,形•色——网页设计法则及实例指导,67.15
1669,可信计算远程证明与应用,58.65
1670,机器人构建实战,50.15
1671,TCP/IP路由技术(第1卷)(第2版)英文版,125.80
1672,癌症的消亡,57.80
1673,Linux防火墙（第4版）,67.15
1674,Erlang趣学指南,67.15
1675,Photoshop电商产品精修实战,109.65
1676,WPS Office商务办公从新手到高手,50.83
1677,互联网营销之道  行业大咖带你玩转营销圈,41.65
1678,CATIA V5R2016中文版从入门到精通,75.65
1679,动起来吧！飞行奥秘,58.65
1680,动起来吧！太空探索,58.65
1681,统计会犯错——如何避免数据分析中的统计陷阱,42.42
1682,C语言编程初学者指南,41.65
1683,领域驱动设计：软件核心复杂性应对之道（修订版）,84.83
1684,AutoCAD 2018中文版从入门到精通,46.75
1685,猎捕：BBC动物世界生存之战,93.42
1686,Photoshop CC移动UI图标设计实用教程,41.65
1687,Unity Shader入门精要,76.42
1688,视图更新与关系数据库理论,50.15
1689,After Effects CC技术大全,110.42
1690,CINEMA 4D R17 完全学习手册（第2版）,108.80
1691,机器人爱好者（第4辑）,58.65
1692,机器人学经典教程,58.65
1693,软件测试高薪之路:UFT/QTP 面试权威指南,50.15
1694,Oracle PL/SQL必知必会,50.92
1695,网络安全测试实验室搭建指南,75.65
1696,智能路由器开发指南,50.15
1697,SolidWorks 2017中文版机械设计从入门到精通,58.65
1698,SolidWorks 2016中文版完全自学手册,67.15
1699,JavaScript机器人编程指南,38.25
1700,H5和WebGL 3D开发实战详解,58.65
1701,Microsoft Azure机器学习和预测分析,50.15
1702,Python密码学编程,None
1703,好好沟通 高效沟通的65个心理策略,33.15
1704,力量瑜伽：全面提升专注力、柔韧性及运动表现,50.15
1705,技术的潜能：商业颠覆、创新与执行,41.65
1706,花草工坊：101种天然植物护肤清洁用品DIY,67.15
1707,零基础马拉松训练宝典,50.15
1708,公路车完全手册：选购 调校 骑行 维修指南,58.65
1709,28天爱上跑走：跑走运动全指南,46.75
1710,微课实战：Camtasia Studio入门精要,59.33
1711,面向STEM的mBlock智能机器人创新课程,42.33
1712,创意UI——Photoshop玩转App设计（第2版）,67.15
1713,MINECRAFT我的世界 完全攻略,50.15
1714,老邮差数码照片处理技法 风光篇（第3版）,67.15
1715,乐高妙妙屋：创意游戏100例,63.75
1716,Spring实战（第4版）,75.65
1717,Bootstrap入门经典,50.15
1718,电脑组装与硬件维修从入门到精通,50.83
1719,操作系统真象还原,109.56
1720,BeagleBone开发指南,75.65
1721,全栈性能测试修炼宝典  JMeter实战,75.65
1722,电子基础与维修工具核心教程,41.65
1723,精通CFD工程仿真与案例实战---FLUENT GAMBIT ICEM CFD Tecplot（第2版）,91.80
1724,C语言开发从入门到精通,46.75
1725,像计算机科学家一样思考Python（第2版）,41.65
1726,微信公众号后台操作与运营全攻略,41.65
1727,Windows网络与通信程序设计（第3版）,67.15
1728,C++入门经典（第6版）,38.25
1729,数据科学实战手册（R+Python）,None
1730,玩转微博营销——小微电商微博营销全攻略,33.15
1731,Photoshop淘宝网店设计与装修实战从入门到精通（第2版）,67.15
1732,中文版Maya 2016完全自学教程,100.30
1733,Photoshop CC移动UI设计实用教程,41.65
1734,VR与AR开发高级教程：基于Unity,58.65
1735,传奇——ZBrush数字雕刻大师之路（第2版）,168.30
1736,5G先进信道编码技术,50.15
1737,5G无线网络及关键技术,83.30
1738,SolidWorks 2018中文版机械设计从入门到精通,58.65
1739,Pro/ENGINEER Wildfire 5.0中文版从入门到精通,50.15
1740,字体的魔力,67.15
1741,iOS和tvOS 2D游戏开发教程,92.65
1742,Docker生产环境实践指南,41.65
1743,机器人爱好者（第1辑）,50.15
1744,ASO优化大师 ,33.15
1745,唤醒沉睡的大脑,40.80
1746,中文版Matrix珠宝首饰设计与建模,83.30
1747,疯狂科学（少儿版）,49.30
1748,LoadRunner 12七天速成宝典,50.15
1749,文明之光 第四册,58.65
1750,软件定义数据中心：Windows Server SDDC技术与实践,58.65
1751,数据科学：R语言实战,58.65
1752,算法学习与应用从入门到精通,58.65
1753,Axure RP8产品原型设计快速上手指南,58.65
1754,嗨！元素：元素使者和化合物精灵,41.65
1755,设计+制作+印刷+电子书+商业模版InDesign典型实例（第5版）,67.92
1756,动画叙事技巧：简单10步教你玩转动画,38.25
1757,5G大规模天线技术,50.15
1758,骑行宝典：单车维修保养完全手册（第7版）,58.65
1759,图数据库（第2版）,41.65
1760,网页设计与前端开发 Dreamweaver+Flash+Photoshop+HTML+CSS+JavaScript 从入门到精通,50.15
1761,21天学通Java（第7版）,58.65
1762,Spark Cookbook 中文版,38.25
1763,易学C++（第2版）,50.15
1764,科学+  预见人工智能,33.15
1765,中文版After Effects CC影视特效制作208例（第2版）,84.15
1766,iOS  项目开发全程实录,84.15
1767,OpenGL ES 3.x游戏开发（下卷）,75.65
1768,机器人爱好者（第2辑）,58.65
1769,高性能响应式Web开发实战,33.15
1770,OpenGL ES 3.x游戏开发（上卷）,75.65
1771,嵌入式C编程实战,33.15
1772,21天学通HTML+CSS+JavaScript Web开发（第7版）,58.65
1773,CAE分析大系——ANSYS CFD疑难问题实例详解,67.15
1774,淘宝店铺装修全攻略  商品美化+页面设计+视频制作+图文排版+手机淘宝,58.65
1775,TCP/IP路由技术(第2卷)(第2版)英文版,142.80
1776,大型网站服务器容量规划,46.75
1777,基于大数据的内容营销策略,41.65
1778,Swift 3开发指南,41.65
1779,SEM长尾搜索营销策略解密,41.65
1780,3ds Max 2014/VRay中文版效果图制作完全自学宝典,84.92
1781,Photoshop移动UI设计完全实例教程,58.65
1782,iOS 10 开发指南,84.15
1783,趣学Scratch——教孩子学编程,41.65
1784,苹果Mac OS X El Capitan 10.11完全手册,100.30
1785,Axure RP8网站与App原型设计经典实例教程,75.65
1786,微课程设计与制作教程,50.15
1787,瑜伽精粹48式：每天1小时，6天全掌握,41.65
1788,乐高妙妙屋：小小设计师,41.65
